"Priority (ex: before first A race, between A races etc)","Base (Strong, Weak, StrangWeak)",Age (Recovery Cycle 4 Weeks for Under 40 and 3 weeks for Over 40),Weeks To Race,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0
PriorB1,SW,Over40,35.0,Preparation,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Over40,36.0,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Over40,37.0,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,9.0,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,11.0,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
B1-B2,S,Over40,4.0,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
B1-B2,S,Over40,8.0,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Over40,38.0,Preparation,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Over40,39.0,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Over40,40.0,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Over40,41.0,Preparation,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Over40,42.0,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Over40,43.0,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL
B1-B2,W,Over40,9.0,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Over40,44.0,Preparation,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL
PriorB1,SW,Over40,45.0,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL
PriorB1,SW,Over40,46.0,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL
PriorB1,SW,Over40,47.0,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL
PriorB1,SW,Over40,48.0,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 1 -week 1,Base 1 -week 2,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4
B1-B2,S,Over40,2.0,Build 1 -week 1,Build 1 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
B1-B2,S,Over40,9.0,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
B1-B2,W,Under40,11.0,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,12.0,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,13.0,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 4,Build 1 -week 1,Build 1 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,14.0,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,15.0,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,16.0,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 3,Build 1 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,17.0,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 3,Build 1 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,18.0,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 3,Build 1 -week 4,Build 2 -week 1,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,19.0,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 3,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,20.0,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 3,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 3,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,21.0,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 3,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 3,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,22.0,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 3,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 3,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,23.0,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 3,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 3,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
B1-B2,W,Under40,9.0,Base 2 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A-B,S,Under40,8.0,Transition,Build 1 -week 2,Build 1 -week 3,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 3,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PriorB1,SW,Under40,24.0,Preparation,Preparation,Preparation,Preparation,Base 1 -week 1,Base 1 -week 2,Base 1 -week 3,Base 1 -week 4,Base 2 -week 1,Base 2 -week 2,Base 2 -week 3,Base 2 -week 4,Base 3 -week 1,Base 3 -week 2,Base 3 -week 3,Base 3 -week 4,Build 1 -week 1,Build 1 -week 2,Build 1 -week 3,Build 1 -week 4,Build 2 -week 1,Build 2 -week 2,Build 2 -week 3,Build 2 -week 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
